what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1267620847335
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1267620847417
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1267620850039
executed,command,org.eclipse.ltk.ui.refactoring,3.4.100.v20090604,"org.eclipse.ltk.ui.refactoring.commands.deleteResources",1267620850044
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.delete",1267620850044
started,bundle,org.eclipse.compare,3.5.0.I20090514-0808,"org.eclipse.compare",1267620855264
executed,command,org.eclipse.pde.ui,3.5.0.v20090821,"org.eclipse.pde.ui.runtimeWorkbenchShortcut.run",1267620858182
started,bundle,org.eclipse.core.variables,3.2.200.v20090521,"org.eclipse.core.variables",1267620858324
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1267620859182
started,bundle,org.eclipse.jdt.debug,3.5.0.v20090526,"org.eclipse.jdt.debug",1267620859203
started,bundle,org.eclipse.jdt.debug.ui,3.4.1.v20090811_r351,"org.eclipse.jdt.debug.ui",1267620859287
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1267620887761
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1267620887822
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1267620887903
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1267620891287
opened,view,org.eclipse.ui.console,3.4.0.v20090513,"org.eclipse.ui.console.ConsoleView",1267620892306
started,bundle,org.eclipse.ant.ui,3.4.1.v20090901_r351,"org.eclipse.ant.ui",1267620903431
started,bundle,org.eclipse.search,3.5.1.r351_v20090708-0800,"org.eclipse.search",1267620903563
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1267620903926
executed,command,org.eclipse.ui,3.5.1.M20090902-1000,"org.eclipse.ui.edit.rename",1267620903936
executed,command,org.eclipse.pde.ui,3.5.0.v20090821,"org.eclipse.pde.ui.runtimeWorkbenchShortcut.run",1267620916116
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1267620916707
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1267620941489
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1267620941572
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1267620941670
